thisN,thisTrialN,thisRepN,advance_press.keys,advance_press.rt,advance_press.duration,trigger_value.keys,trigger_value.rt,trigger_value.duration,cueOnTime,cue_resp.keys,cue_resp.rt,cue_resp.duration,all_keys.keys,cueOffTime,cueRespOnTime,cueRespOffTime,outcomeOnTime,outcomeOffTime,fixOnTime,fixOffTime,all_keys.rt,all_keys.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,prac_dir.started,welcome_text.started,advance_press_pd.started,prac_dir.stopped,advance_press_pd.keys,advance_press_pd.rt,advance_press_pd.duration,summary_instructions.started,summary_text.started,advance_to_runs.started,summary_instructions.stopped,advance_to_runs.keys,advance_to_runs.rt,advance_to_runs.duration,get_ready.started,get_ready_text.started,advance_press.started,get_ready.stopped,runs.advance_press.keys,runs.advance_press.rt,runs.advance_press.duration,scanner_trigger.started,scanner_text.started,trigger_value.started,scanner_trigger.stopped,runs.trigger_value.keys,runs.trigger_value.rt,runs.trigger_value.duration,trials.cueOnTime,cue.started,left_box.started,right_box.started,cue_resp.started,all_keys.started,cue.stopped,trials.cue_resp.keys,trials.cue_resp.rt,trials.cue_resp.duration,good_side,probability_sequence_value,magic_number,num_rewarded,num_switch,total_correct,num_gold_coins,trials.all_keys.keys,trials.cueOffTime,trials.cueRespOnTime,cue_response.started,left_box_response.started,right_box_response.started,left_box_response.stopped,right_box_response.stopped,cue_response.stopped,trials.cueRespOffTime,trials.outcomeOnTime,outcome.started,outcome_left_box.started,outcome_right_box.started,outcome_left_box.stopped,outcome_right_box.stopped,outcome.stopped,outcome_image,trials.outcomeOffTime,trials.fixOnTime,fixation.started,fixation_cross.started,fixation_cross.stopped,fixation.stopped,trials.fixOffTime,run_feedback.started,coins_won_text.started,run_feedback.stopped,leftover_time_break.started,fixation_end.started,fixation_end.stopped,leftover_time_break.stopped,left_box.stopped,right_box.stopped,cue_resp.stopped,all_keys.stopped,trials.all_keys.rt,trials.all_keys.duration,end_exp.started,end_exp.stopped,participant,handedness,practice,restart_from_run,date,expName,psychopyVersion,frameRate,expStart,
5,0,5,space,8.577396600041538,None,5,1.9895828003063798,None,25.51690739998594,j,0.3271554997190833,None,None,25.86664929986,25.86701609985903,29.36579169984907,29.365829600021243,30.365699799731374,30.36573279974982,32.3641587998718,,,,,,,1,0,1,0,5,0,5,0,347.6323667000979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.51690739998594,347.61719730030745,347.6323667000979,347.6323667000979,347.6323667000979,347.6323667000979,347.9668427002616,j,0.3271554997190833,None,right,0,10,1,2,32,1,None,25.86664929986,25.86701609985903,347.96730619994923,347.98154210019857,347.98154210019857,351.482537700329,351.482537700329,351.4660170003772,29.36579169984907,29.365829600021243,351.4743497003801,351.482537700329,351.482537700329,352.4813091000542,352.4813091000542,352.4659411003813,stimuli/box_empty_transparent.png,30.365699799731374,30.36573279974982,352.4660190003924,352.4813091000542,354.4811397003941,354.46439640037715,32.3641587998718,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
6,0,6,space,8.577396600041538,None,5,1.9895828003063798,None,32.36632090015337,k,0.484215599950403,None,None,32.88202050002292,32.88238580012694,33.882606899831444,33.88264370011166,34.8826390998438,34.88267740001902,35.88200470013544,,,,,,,1,0,1,0,6,0,6,0,354.4811397003941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.36632090015337,354.4666250003502,354.4811397003941,354.4811397003941,354.4811397003941,354.4811397003941,354.98219310026616,k,0.484215599950403,None,right,1,10,2,2,33,2,None,32.88202050002292,32.88238580012694,354.9826879003085,354.9978689001873,354.9978689001873,355.9983014999889,355.9983014999889,355.98283230001107,33.882606899831444,33.88264370011166,355.99288470018655,355.9983014999889,355.9983014999889,356.9982374999672,356.9982374999672,356.982877000235,stimuli/box_coin_transparent.png,34.8826390998438,34.88267740001902,356.9829691001214,356.9982374999672,358.0014973003417,357.9822492999956,35.88200470013544,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
7,0,7,space,8.577396600041538,None,5,1.9895828003063798,None,35.88343039993197,j,0.6230644001625478,None,None,36.53280969988555,36.53321469994262,38.53143549989909,38.53147439984605,39.5318557000719,39.53189620003104,41.53225819999352,,,,,,,1,0,1,0,7,0,7,0,358.0014973003417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.88343039993197,357.98371960036457,358.0014973003417,358.0014973003417,358.0014973003417,358.0014973003417,358.63299369998276,j,0.6230644001625478,None,right,1,10,2,2,33,2,None,36.53280969988555,36.53321469994262,358.63350870041177,358.64853340014815,358.64853340014815,360.64784530038014,360.64784530038014,360.6316595999524,38.53143549989909,38.53147439984605,360.64018540037796,360.64784530038014,360.64784530038014,,,361.63209130009636,stimuli/box_empty_transparent.png,39.5318557000719,39.53189620003104,361.6321939001791,361.64822370000184,363.64820510009304,363.63250409998,41.53225819999352,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
8,0,8,space,8.577396600041538,None,5,1.9895828003063798,None,41.53374220011756,j,0.699412299785763,None,None,42.249880800023675,42.250298500061035,45.24790749978274,45.24795449990779,46.248368700034916,46.2484074998647,47.74768539983779,,,,,,,1,0,1,0,8,0,8,0,363.64820510009304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.53374220011756,363.6340312999673,363.64820510009304,363.64820510009304,363.64820510009304,363.64820510009304,364.3500666003674,j,0.699412299785763,None,right,1,10,2,2,33,2,None,42.249880800023675,42.250298500061035,364.3505925000645,364.3647015001625,364.3647015001625,367.3645147001371,367.3645147001371,367.3481246000156,45.24790749978274,45.24795449990779,367.35708930017427,367.3645147001371,367.3645147001371,,,368.34860340040177,stimuli/box_empty_transparent.png,46.248368700034916,46.2484074998647,368.3487027999945,368.3640594002791,369.86444960022345,369.84792750002816,47.74768539983779,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
9,0,9,space,8.577396600041538,None,5,1.9895828003063798,None,47.749482799787074,j,0.36218190006911755,None,None,48.13300050003454,48.13338549993932,49.6308336998336,49.63087739981711,50.631088899914175,50.63112309994176,52.631011200137436,,,,,,,1,0,1,0,9,0,9,0,369.86444960022345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.749482799787074,369.8497787001543,369.86444960022345,369.86444960022345,369.86444960022345,369.86444960022345,370.2332027000375,j,0.36218190006911755,None,right,1,10,2,2,33,2,None,48.13300050003454,48.13338549993932,370.2336757001467,370.24785220017657,370.24785220017657,371.7476101000793,371.7476101000793,371.7310542999767,49.6308336998336,49.63087739981711,371.73954079998657,371.7476101000793,371.7476101000793,,,372.73131750011817,stimuli/box_empty_transparent.png,50.631088899914175,50.63112309994176,372.73141150036827,372.747569500003,374.74802729999647,374.73125490034,52.631011200137436,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
10,0,10,space,8.577396600041538,None,5,1.9895828003063798,None,52.63245919998735,j,0.41194199956953526,None,None,53.06572420010343,53.06609810004011,54.56468559987843,54.56473030010238,55.56447049975395,55.564505899790674,56.56445770012215,,,,,,,1,0,1,0,10,0,10,0,374.74802729999647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.63245919998735,374.73274879995733,374.74802729999647,374.74802729999647,374.74802729999647,374.74802729999647,375.16590250004083,j,0.41194199956953526,None,right,1,10,2,2,33,2,None,53.06572420010343,53.06609810004011,375.1663877000101,375.18113439995795,375.18113439995795,376.6808842001483,376.6808842001483,376.66490430012345,54.56468559987843,54.56473030010238,376.673694900237,376.6808842001483,376.6808842001483,377.68000210030004,377.68000210030004,377.6647111000493,stimuli/box_empty_transparent.png,55.56447049975395,55.564505899790674,377.6647948003374,377.68000210030004,378.6814260999672,378.6646986999549,56.56445770012215,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
11,0,11,space,8.577396600041538,None,5,1.9895828003063798,None,56.56599809974432,j,0.8441629000008106,None,None,57.435942499898374,57.43632679991424,59.43168039992452,59.43171739997342,60.43048830004409,60.43052519997582,61.93064279993996,,,,,,,1,0,1,0,11,0,11,0,378.6814260999672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.56599809974432,378.66628780029714,378.6814260999672,378.6814260999672,378.6814260999672,378.6814260999672,379.53612800035626,j,0.8441629000008106,None,right,1,10,2,2,33,2,None,57.435942499898374,57.43632679991424,379.53662110026926,379.54783629998565,379.54783629998565,381.54729710007086,381.54729710007086,381.53190649999306,59.43168039992452,59.43171739997342,381.5409981003031,381.54729710007086,381.54729710007086,382.5465028001927,382.5465028001927,382.53072730032727,stimuli/box_empty_transparent.png,60.43048830004409,60.43052519997582,382.5308162001893,382.5465028001927,384.0485515999608,384.03088380023837,61.93064279993996,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
12,0,12,space,8.577396600041538,None,5,1.9895828003063798,None,61.9323863000609,None,,,None,63.43148609995842,63.43156239995733,64.43124229973182,64.4312764997594,65.43108729971573,65.43112559989095,68.43048480013385,,,,,,,1,0,1,0,12,0,12,0,384.0485515999608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9323863000609,384.03268270008266,384.0485515999608,384.0485515999608,384.0485515999608,384.0485515999608,385.5316943000071,None,,,right,1,10,2,2,33,2,None,63.43148609995842,63.43156239995733,385.5318485000171,385.5476622004062,385.5476622004062,386.5471855001524,386.5471855001524,386.5314677003771,64.43124229973182,64.4312764997594,386.54094600025564,386.5471855001524,386.5471855001524,387.54706809995696,387.54706809995696,387.53132560011,no selection made,65.43108729971573,65.43112559989095,387.53141260007396,387.54706809995696,390.5467382003553,390.53072750009596,68.43048480013385,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
13,0,13,space,8.577396600041538,None,5,1.9895828003063798,None,68.43230730015785,j,0.5552368001081049,None,None,69.01500200014561,69.01534140016884,69.51592249982059,69.51597240008414,70.51434559980407,70.51439219992608,72.51337060006335,,,,,,,1,0,1,0,13,0,13,0,390.5467382003553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.43230730015785,390.532600000035,390.5467382003553,390.5467382003553,390.5467382003553,390.5467382003553,391.115181799978,j,0.5552368001081049,None,right,1,10,2,2,33,2,None,69.01500200014561,69.01534140016884,391.11562990024686,391.1311014001258,391.1311014001258,391.63134780013934,391.63134780013934,391.61613910039887,69.51592249982059,69.51597240008414,391.6252976004034,391.63134780013934,391.63134780013934,392.630169400014,392.630169400014,392.6145791001618,stimuli/box_empty_transparent.png,70.51434559980407,70.51439219992608,392.6146858003922,392.630169400014,394.6301078000106,394.6136107002385,72.51337060006335,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
14,0,14,space,8.577396600041538,None,5,1.9895828003063798,None,72.51516419975087,j,0.37962580006569624,None,None,72.91443850006908,72.91476009972394,74.41430289996788,74.41435809992254,75.41443100012839,75.41446230001748,76.41387389972806,,,,,,,1,0,1,0,14,0,14,0,394.6301078000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.51516419975087,394.6154583003372,394.6301078000106,394.6301078000106,394.6301078000106,394.6301078000106,395.0146397999488,j,0.37962580006569624,None,right,1,10,2,2,33,2,None,72.91443850006908,72.91476009972394,395.0150497001596,395.03003360005096,395.03003360005096,396.5311507000588,396.5311507000588,396.5145162004046,74.41430289996788,74.41435809992254,396.5239230003208,396.5311507000588,396.5311507000588,397.5296136001125,397.5296136001125,397.5146721000783,stimuli/box_empty_transparent.png,75.41443100012839,75.41446230001748,397.51474890019745,397.5296136001125,398.53189760027453,398.5141189000569,76.41387389972806,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
15,0,15,space,8.577396600041538,None,5,1.9895828003063798,None,76.41545089986175,k,1.1070281998254359,None,None,77.54772729985416,77.5480345999822,78.54702139971778,78.54706430016086,79.54667280009016,79.54670319985598,81.54869560012594,,,,,,,1,0,1,0,15,0,15,0,398.53189760027453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.41545089986175,398.5157420001924,398.53189760027453,398.53189760027453,398.53189760027453,398.53189760027453,399.64791089994833,k,1.1070281998254359,None,right,1,10,3,2,34,3,None,77.54772729985416,77.5480345999822,399.6483289003372,399.66323389997706,399.66323389997706,400.66367430007085,400.66367430007085,400.64723969995975,78.54702139971778,78.54706430016086,400.6573503999971,400.66367430007085,400.66367430007085,401.66296999994665,401.66296999994665,401.64691430004314,stimuli/box_coin_transparent.png,79.54667280009016,79.54670319985598,401.6469885003753,401.66296999994665,403.66485310019925,403.648934900295,81.54869560012594,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
16,0,16,space,8.577396600041538,None,5,1.9895828003063798,None,81.55036780005321,j,1.4520419999025762,None,None,83.03118370007724,83.0315681998618,85.04684459976852,85.04688190016896,86.04710990004241,86.04714759998024,87.04725260008126,,,,,,,1,0,1,0,16,0,16,0,403.66485310019925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55036780005321,403.6506574000232,403.66485310019925,403.66485310019925,403.66485310019925,403.66485310019925,405.1313547003083,j,1.4520419999025762,None,right,1,10,3,2,34,3,None,83.03118370007724,83.0315681998618,405.1318581001833,405.1474556000903,405.1474556000903,407.16339260013774,407.16339260013774,407.14706670027226,85.04684459976852,85.04688190016896,407.15670960024,407.16339260013774,407.16339260013774,408.16326940013096,408.16326940013096,408.1473475000821,stimuli/box_empty_transparent.png,86.04710990004241,86.04714759998024,408.1474387999624,408.16326940013096,409.163886600174,409.1474943002686,87.04725260008126,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
17,0,17,space,8.577396600041538,None,5,1.9895828003063798,None,87.04900160012767,None,,,None,88.54673089971766,88.54680099990219,89.5462789000012,89.54631939996034,90.54672869993374,90.54678570013493,91.54665450006723,,,,,,,1,0,1,0,17,0,17,0,409.163886600174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.04900160012767,409.1492968001403,409.163886600174,409.163886600174,409.163886600174,409.163886600174,410.64693340007216,None,,,right,1,10,3,2,34,3,None,88.54673089971766,88.54680099990219,410.6470888000913,410.66274229995906,410.66274229995906,411.6633499003947,411.6633499003947,411.64649800024927,89.5462789000012,89.54631939996034,411.65546730021015,411.6633499003947,411.6633499003947,412.66311730025336,412.66311730025336,412.64696070039645,no selection made,90.54672869993374,90.54678570013493,412.64707500021905,412.66311730025336,413.66336640017107,413.6468968000263,91.54665450006723,,,,,,,,410.66274229995906,410.66274229995906,410.66274229995906,410.66274229995906,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
18,0,18,space,8.577396600041538,None,5,1.9895828003063798,None,91.548437200021,j,0.944276100024581,None,None,92.51398180006072,92.51442959997803,96.01386359985918,96.01390150003135,97.01351139973849,97.01354289986193,99.01307180011645,,,,,,,1,0,1,0,18,0,18,0,413.66336640017107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.548437200021,413.6487325001508,413.66336640017107,413.66336640017107,413.66336640017107,413.66336640017107,414.6141528002918,j,0.944276100024581,None,right,1,10,3,2,34,3,None,92.51398180006072,92.51442959997803,414.61473220027983,414.629407200031,414.629407200031,418.1293735001236,418.1293735001236,418.114088000264,96.01386359985918,96.01390150003135,418.1223450000398,418.1293735001236,418.1293735001236,419.1296504000202,419.1296504000202,419.11375280003995,stimuli/box_empty_transparent.png,97.01351139973849,97.01354289986193,419.1138285002671,419.1296504000202,421.1303300000727,421.11331510031596,99.01307180011645,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
19,0,19,space,8.577396600041538,None,5,1.9895828003063798,None,99.0149162998423,j,0.2649865997955203,None,None,99.29760849988088,99.29793069977313,100.31259909970686,100.31264160014689,101.31313070002943,101.31316779972985,102.81328699970618,,,,,,,1,0,1,0,19,0,19,0,421.1303300000727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0149162998423,421.11520590027794,421.1303300000727,421.1303300000727,421.1303300000727,421.1303300000727,421.3978122002445,j,0.2649865997955203,None,right,1,10,3,2,34,3,None,99.29760849988088,99.29793069977313,421.39821849996224,421.4137638001703,421.4137638001703,422.42952400026843,422.42952400026843,422.41281360015273,100.31259909970686,100.31264160014689,422.4223866001703,422.42952400026843,422.42952400026843,,,423.4133689003065,stimuli/box_empty_transparent.png,101.31313070002943,101.31316779972985,423.4134597000666,423.430097500328,424.9294235003181,424.91353200003505,102.81328699970618,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
20,0,20,space,8.577396600041538,None,5,1.9895828003063798,None,102.81477099983022,j,0.31518279993906617,None,None,103.14792090002447,103.14828289998695,105.14700570004061,105.14704239973798,106.14593640016392,106.1459730998613,108.14657220011577,,,,,,,1,0,1,0,20,0,20,0,424.9294235003181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.81477099983022,424.9150605001487,424.9294235003181,424.9294235003181,424.9294235003181,424.9294235003181,425.24811349995434,j,0.31518279993906617,None,right,1,10,3,2,34,3,None,103.14792090002447,103.14828289998695,425.24857249995694,425.26318670017645,425.26318670017645,427.26277090003714,427.26277090003714,427.2472308999859,105.14700570004061,105.14704239973798,427.255936300382,427.26277090003714,427.26277090003714,428.2616787003353,428.2616787003353,428.2461749999784,stimuli/box_empty_transparent.png,106.14593640016392,106.1459730998613,428.2462643003091,428.2616787003353,430.2629208001308,430.24681710032746,108.14657220011577,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
21,0,21,space,8.577396600041538,None,5,1.9895828003063798,None,108.14808339998126,k,0.1953694000840187,None,None,108.36407179990783,108.36437189998105,111.36414159974083,111.36418589996174,112.37866989988834,112.37870119977742,113.87977459980175,,,,,,,1,0,1,0,21,0,21,0,430.2629208001308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.14808339998126,430.24837280018255,430.2629208001308,430.2629208001308,430.2629208001308,430.2629208001308,430.4642628002912,k,0.1953694000840187,None,right,1,10,4,2,35,4,None,108.36407179990783,108.36437189998105,430.4646638003178,430.4795012003742,430.4795012003742,433.4799240999855,433.4799240999855,433.46434590034187,111.36414159974083,111.36418589996174,433.4747741003521,433.4799240999855,433.4799240999855,,,434.47890210011974,stimuli/box_coin_transparent.png,112.37866989988834,112.37870119977742,434.4789881003089,434.4951373003423,435.9959524003789,435.98001850023866,113.87977459980175,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
22,0,22,space,8.577396600041538,None,5,1.9895828003063798,None,113.881327399984,k,0.7396899000741541,None,None,114.6479815999046,114.64824800007045,116.14637239975855,116.14641090016812,117.14647979987785,117.14651269977912,119.1463518999517,,,,,,,1,0,1,0,22,0,22,0,435.9959524003789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.881327399984,435.98161690030247,435.9959524003789,435.9959524003789,435.9959524003789,435.9959524003789,436.7481836001389,k,0.7396899000741541,None,right,0,10,4,2,36,4,None,114.6479815999046,114.64824800007045,436.74853500025347,436.76297680009156,436.76297680009156,438.26239930000156,438.26239930000156,438.2465968001634,116.14637239975855,116.14641090016812,438.25514050014317,438.26239930000156,438.26239930000156,439.2627371000126,439.2627371000126,439.2467210004106,stimuli/box_empty_transparent.png,117.14647979987785,117.14651269977912,439.2467976002954,439.2627371000126,441.2628383003175,441.24659620039165,119.1463518999517,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
23,0,23,space,8.577396600041538,None,5,1.9895828003063798,None,119.14778399979696,j,0.6779267000965774,None,None,119.84690449992195,119.84730240004137,121.34688040008768,121.34692010004073,122.34720980003476,122.34724080003798,123.8617349001579,,,,,,,1,0,1,0,23,0,23,0,441.2628383003175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.14778399979696,441.24807320022956,441.2628383003175,441.2628383003175,441.2628383003175,441.2628383003175,441.9470902001485,j,0.6779267000965774,None,right,0,10,4,2,36,4,None,119.84690449992195,119.84730240004137,441.94759710039943,441.96295029995963,441.96295029995963,443.46220860024914,443.46220860024914,443.447103000246,121.34688040008768,121.34692010004073,443.45529030030593,443.46220860024914,443.46220860024914,444.4624609001912,444.4624609001912,444.4474520999938,stimuli/box_empty_transparent.png,122.34720980003476,122.34724080003798,444.44752580020577,444.4624609001912,445.9787653000094,445.9619732000865,123.8617349001579,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
24,0,24,space,8.577396600041538,None,5,1.9895828003063798,None,123.86368479998782,j,0.4993818998336792,None,None,124.38293479988351,124.3833225001581,126.37986580003053,126.37990419985726,127.37984619988129,127.37987759988755,128.87796950014308,,,,,,,1,0,1,0,24,0,24,0,445.9787653000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.86368479998782,445.9639859003946,445.9787653000094,445.9787653000094,445.9787653000094,445.9787653000094,446.4831099002622,j,0.4993818998336792,None,right,0,10,4,2,36,4,None,124.38293479988351,124.3833225001581,446.48361670039594,446.49601510027424,446.49601510027424,448.4953096001409,448.4953096001409,448.4800901999697,126.37986580003053,126.37990419985726,448.489388700109,448.4953096001409,448.4953096001409,449.4948113001883,449.4948113001883,449.480088500306,stimuli/box_empty_transparent.png,127.37984619988129,127.37987759988755,449.4801622000523,449.4948113001883,450.9948315001093,450.978207600303,128.87796950014308,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
25,0,25,space,8.577396600041538,None,5,1.9895828003063798,None,128.87976399995387,k,0.3284482997842133,None,None,129.22907859971747,129.22936249990016,130.22946990001947,130.22950789984316,131.22949449997395,131.22952560009435,134.7444305997342,,,,,,,1,0,1,0,25,0,25,0,450.9948315001093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.87976399995387,450.9800536003895,450.9948315001093,450.9948315001093,450.9948315001093,450.9948315001093,451.32926030037925,k,0.3284482997842133,None,right,0,10,4,2,37,4,None,129.22907859971747,129.22936249990016,451.3296551001258,451.3449058001861,451.3449058001861,452.3462685002014,452.3462685002014,452.3296938999556,130.22946990001947,130.22950789984316,452.33784550009295,452.3462685002014,452.3462685002014,453.34599460009485,453.34599460009485,453.32973650004715,stimuli/box_empty_transparent.png,131.22949449997395,131.22952560009435,453.3298115003854,453.34599460009485,456.86122060008347,456.84466790035367,134.7444305997342,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
26,0,26,space,8.577396600041538,None,5,1.9895828003063798,None,134.74658309994265,k,0.3250581002794206,None,None,135.095774800051,135.0960225998424,135.59594829985872,135.59598510013893,136.59863180015236,136.5986648001708,140.0958096999675,,,,,,,1,0,1,0,26,0,26,0,456.86122060008347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.74658309994265,456.84688650025055,456.86122060008347,456.86122060008347,456.86122060008347,456.86122060008347,457.19596890034154,k,0.3250581002794206,None,right,1,10,5,2,38,5,None,135.095774800051,135.0960225998424,457.19630980025977,457.2113904999569,457.2113904999569,457.7118910001591,457.7118910001591,457.69617450004444,135.59594829985872,135.59598510013893,457.70602270029485,457.7118910001591,457.7118910001591,,,458.69887170009315,stimuli/box_coin_transparent.png,136.59863180015236,136.5986648001708,458.69895270001143,458.71286180010065,462.211381000001,462.1960544004105,140.0958096999675,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
27,0,27,space,8.577396600041538,None,5,1.9895828003063798,None,140.09757799981162,j,0.4996080002747476,None,None,140.61280590016395,140.6130979997106,142.1122785997577,142.11231590015814,143.11277649970725,143.1128136999905,144.1125181997195,,,,,,,1,0,1,0,27,0,27,0,462.211381000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.09757799981162,462.19786780001596,462.211381000001,462.211381000001,462.211381000001,462.211381000001,462.71301029995084,j,0.4996080002747476,None,right,1,10,5,2,38,5,None,140.61280590016395,140.6130979997106,462.71338660037145,462.72812870005146,462.72812870005146,464.2286406001076,464.2286406001076,464.212505500298,142.1122785997577,142.11231590015814,464.220982900355,464.2286406001076,464.2286406001076,,,465.2130148001015,stimuli/box_empty_transparent.png,143.11277649970725,143.1128136999905,465.2131239003502,465.22812120011076,466.22834280040115,466.2127599003725,144.1125181997195,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
28,0,28,space,8.577396600041538,None,5,1.9895828003063798,None,144.11417730012909,k,0.9754976001568139,None,None,145.11262820009142,145.11302040005103,146.1118307998404,146.11186809977517,147.11228659981862,147.11231879983097,150.6120915999636,,,,,,,1,0,1,0,28,0,28,0,466.22834280040115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.11417730012909,466.2144679003395,466.22834280040115,466.22834280040115,466.22834280040115,466.22834280040115,467.212796300184,k,0.9754976001568139,None,right,1,10,6,2,39,6,None,145.11262820009142,145.11302040005103,467.21332229999825,467.2280385000631,467.2280385000631,468.22845569998026,468.22845569998026,468.2120545003563,146.1118307998404,146.11186809977517,468.222633600235,468.22845569998026,468.22845569998026,469.22880260040984,469.22880260040984,469.2125277002342,stimuli/box_coin_transparent.png,147.11228659981862,147.11231879983097,469.21260450035334,469.22880260040984,472.7285540001467,472.7123358002864,150.6120915999636,,,,,,,,,,,,,,,,555555,right,no,None,2025-05-15_11h51.28.385,RL_out-of-scanner,2024.2.4,59.83996389656814,2025-05-15 11h51.44.491690 -0500,
